Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response
1949,1,3,35946.0,1,1,1380240000,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0
1968,0,1,40521.0,1,1,1365120000,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0
1952,0,1,75278.0,0,0,1359417600,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0
1970,0,1,53187.0,1,0,1382745600,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0
1947,0,1,74485.0,0,0,1377302400,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0
1952,1,0,62000.0,0,1,1377388800,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0
1981,4,0,42395.0,1,1,1396569600,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0
1977,1,3,34487.0,1,1,1346889600,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0
1978,4,2,26224.0,1,0,1370304000,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0
1977,0,2,42014.0,1,0,1345161600,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,0,1
1989,0,0,30279.0,1,0,1356825600,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0
1959,1,3,68805.0,0,1,1379376000,73,182,2,49,17,13,20,1,3,1,7,2,0,0,0,0,0,0,0
1971,4,2,78041.0,0,0,1355616000,93,482,35,553,72,160,17,1,4,4,9,2,0,0,0,0,0,0,0
1982,0,2,63211.0,0,0,1351814400,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1
1980,3,2,16005.0,1,0,1344902400,69,1,3,2,20,30,47,3,2,1,2,8,0,0,0,0,0,0,0
1990,0,2,18929.0,0,0,1360972800,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0
1983,1,2,33569.0,1,0,1381881600,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1
1985,2,2,20559.0,1,0,1363046400,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,0
1969,2,1,66476.0,0,1,1386115200,80,742,28,152,25,9,57,2,6,8,10,4,0,0,0,0,0,0,0
1975,0,2,76068.0,0,1,1354147200,67,1115,12,128,33,12,76,1,2,3,4,6,0,1,0,0,1,0,0
1970,0,1,67419.0,0,1,1358294400,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0
1980,4,0,67506.0,0,1,1388620800,73,90,38,67,33,36,67,1,4,1,6,3,0,0,0,0,0,0,0
1958,1,0,71691.0,0,0,1395014400,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1
1952,0,2,35704.0,1,1,1388707200,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0
1990,0,0,96843.0,0,0,1366675200,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,1
1965,0,2,81168.0,0,0,1399420800,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0
1973,1,2,37401.0,1,0,1399334400,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0
1967,1,0,52569.0,0,1,1396656000,54,85,0,3,0,0,7,1,2,0,4,3,0,0,0,0,0,0,0
1946,2,2,66835.0,0,0,1380326400,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0
1966,0,1,70713.0,0,1,1354492800,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0
1973,1,1,20427.0,1,0,1395619200,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0
1964,2,0,58308.0,0,1,1357948800,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0
1984,0,2,55434.0,1,0,1380931200,21,238,115,215,169,69,76,3,5,3,13,4,0,0,0,0,0,0,0
1981,2,1,77882.0,0,0,1398816000,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0
1964,0,2,58512.0,0,1,1379548800,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0
1955,1,2,58482.0,0,1,1394582400,59,576,7,115,19,7,7,2,7,4,9,6,0,1,0,0,0,0,0
1943,2,2,65073.0,0,0,1376956800,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0
1992,3,2,17256.0,1,0,1385164800,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0
1982,2,1,23661.0,1,0,1386115200,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0
1989,0,0,21474.0,1,0,1396915200,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1
1965,0,3,30630.0,1,1,1390780800,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0
1972,0,1,59868.0,0,1,1374451200,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0
1966,0,2,44794.0,0,1,1402185600,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0
1951,2,4,73705.0,0,2,1393977600,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0
1975,0,2,35797.0,0,1,1350345600,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0
1965,2,2,74806.0,0,1,1355875200,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0
1978,0,2,33039.0,1,0,1378684800,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0
1981,1,0,36038.0,1,0,1369958400,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0
1978,0,2,64813.0,1,0,1388620800,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0
1982,0,0,52247.25135379061,1,0,1371427200,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0
1958,1,1,65488.0,0,0,1402617600,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0
1952,2,2,77027.0,0,1,1391558400,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,0
1956,2,1,69245.0,0,1,1390521600,8,428,30,214,80,30,61,2,6,5,10,3,0,0,0,0,0,0,0
1965,2,0,69882.0,0,0,1384041600,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0
1951,0,2,75903.0,0,1,1365379200,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0
1978,1,2,37717.0,1,0,1353628800,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0
1975,2,1,34176.0,0,1,1390348800,9,11,2,7,4,2,2,1,1,0,3,3,0,0,0,0,0,0,0
1953,0,4,53653.0,0,0,1352246400,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0
1966,0,0,34704.0,0,1,1367020800,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,0
1967,1,2,63246.0,0,2,1376956800,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,0
1975,1,3,60554.0,1,0,1376006400,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0
1987,0,0,29236.0,1,0,1381190400,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0
1966,0,3,48877.0,0,1,1388880000,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0
1969,0,1,58917.0,1,2,1364083200,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0
1948,1,3,45072.0,1,2,1381881600,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0
1980,0,2,19107.0,1,0,1377129600,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,0
1963,0,0,30983.0,0,0,1352419200,50,51,4,50,12,1,49,1,4,0,3,8,0,0,0,0,0,0,1
1969,0,4,40590.0,1,1,1380672000,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0
1960,2,1,17144.0,1,1,1392422400,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0
1986,1,1,38197.0,1,0,1372464000,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0
1962,0,3,39552.0,1,1,1355788800,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1
1967,4,1,30753.0,1,1,1373500800,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,0
1971,0,1,69930.0,0,0,1369526400,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,0
1970,1,3,35682.0,1,0,1403827200,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0
1951,0,2,32871.0,1,1,1362787200,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0
1952,0,1,83844.0,0,0,1368316800,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0
1991,0,2,42691.0,0,0,1376611200,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0
1954,0,2,62820.0,0,0,1368230400,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0
1979,2,0,16653.0,1,0,1397779200,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1
1948,0,2,92344.0,0,0,1389744000,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0
1963,1,0,48918.0,1,1,1397260800,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0
1959,2,1,89120.0,0,0,1395014400,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0
1969,0,2,26304.0,1,0,1371945600,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0
1970,0,2,70617.0,0,0,1371945600,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0
1983,2,2,27100.0,1,0,1365120000,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0
1973,4,2,43050.0,1,0,1395100800,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0
1994,0,0,95529.0,0,0,1354492800,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,0,1
1969,1,2,33581.0,2,0,1357603200,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0
1963,1,2,53378.0,1,1,1348444800,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1
1975,0,1,60934.0,0,1,1389916800,41,224,155,155,192,93,54,2,6,4,11,4,0,0,0,0,0,0,0
1987,0,3,81361.0,0,0,1393286400,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0
1953,2,2,59354.0,0,2,1398297600,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,0
1970,0,4,66731.0,0,1,1347408000,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0
1957,1,1,6835.0,0,1,1354924800,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0
1986,1,0,29999.0,1,0,1360713600,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0
1971,0,3,55635.0,0,1,1352764800,34,235,65,164,50,49,27,4,7,3,7,6,0,0,0,0,0,0,0
1975,0,2,27573.0,1,0,1364169600,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,0
1953,0,1,94384.0,0,0,1362355200,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1
1952,0,1,83844.0,0,0,1368316800,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0
1981,0,0,58684.0,0,0,1402876800,71,479,35,179,28,7,85,1,5,3,12,2,0,1,0,0,0,0,0
1986,1,2,45921.0,0,0,1394409600,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0
1951,0,2,53790.0,0,2,1394064000,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0
1988,4,2,16248.0,1,0,1399680000,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0
1973,1,2,157243.0,0,1,1393632000,98,20,2,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,0,0
1960,2,3,39228.0,0,0,1368144000,1,7,1,6,0,3,3,1,0,0,3,4,0,0,0,0,0,0,0
1969,0,2,56796.0,0,1,1360972800,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0
1956,0,2,67131.0,0,1,1364256000,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0
1958,1,1,78952.0,0,1,1348444800,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0
1952,1,2,50870.0,0,1,1403136000,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0
1951,0,0,72282.0,0,0,1374192000,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1
1956,2,1,50898.0,1,1,1357603200,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0
1986,2,2,80141.0,0,0,1357862400,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,0,1
1957,0,0,50388.0,0,1,1401235200,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,1
1970,0,2,69016.0,0,1,1353542400,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,0
1992,3,0,18746.0,1,0,1401321600,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0
1989,0,0,81217.0,0,0,1374192000,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0
1968,2,3,41335.0,1,0,1388016000,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0
1984,0,2,27255.0,1,0,1383782400,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0
1946,0,2,18100.0,0,0,1375747200,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0
1962,4,1,82122.0,0,0,1376524800,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0
1972,0,0,31907.0,0,0,1362355200,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0
1967,1,1,56575.0,0,2,1367712000,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0
1958,0,1,53977.0,0,1,1370649600,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0
1983,0,1,37292.0,1,0,1366243200,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0
1970,2,2,36138.0,1,1,1373932800,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,0
1957,2,1,65487.0,0,0,1389312000,48,240,67,500,199,0,163,3,3,5,6,2,0,0,0,0,0,0,0
1958,1,1,74250.0,0,0,1390694400,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0
1961,1,3,54959.0,0,1,1358553600,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1
1978,0,2,66373.0,1,1,1370995200,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0
1955,0,2,76998.0,0,1,1357862400,85,1449,89,161,69,35,107,2,11,8,8,6,0,0,1,0,0,0,0
1979,0,2,27244.0,1,0,1394150400,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0
1952,0,0,47958.0,0,1,1358553600,8,268,11,88,15,3,22,2,6,3,5,5,0,0,0,0,0,0,0
1991,0,0,86037.0,0,0,1357084800,95,490,44,125,29,20,22,1,6,7,11,3,0,1,1,0,0,0,1
1969,0,2,75759.0,0,0,1382659200,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,0,1
1958,0,3,71964.0,0,0,1369008000,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,0
1967,1,2,59062.0,2,1,1380758400,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0
1963,1,0,36736.0,1,1,1368144000,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0
1959,0,1,24221.0,0,0,1376956800,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0
1952,0,2,81795.0,0,0,1351209600,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0
1990,0,2,18929.0,0,0,1360972800,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0
1954,1,2,62670.0,0,1,1391299200,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,0
1974,0,2,30631.0,1,0,1373587200,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0
1989,4,1,10404.0,1,0,1399161600,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0
1961,0,1,88347.0,0,0,1372809600,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0
1971,4,2,54690.0,1,1,1383782400,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0
1963,2,1,38620.0,0,0,1368230400,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0
1984,1,2,18988.0,1,0,1400803200,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0
1976,1,1,52190.0,1,1,1399507200,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,0
1956,2,2,63915.0,0,2,1375142400,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0
1985,0,2,70951.0,0,0,1367625600,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0
1983,1,2,23536.0,1,0,1401840000,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0
1976,1,3,14849.0,1,0,1372723200,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0
1978,0,2,33039.0,1,0,1378684800,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0
1965,0,2,77343.0,0,0,1402272000,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0
1986,0,3,41411.0,0,0,1386374400,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0
1981,0,1,38547.0,1,0,1377648000,49,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,1,0
1974,1,2,38410.0,0,0,1347580800,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,0,1
1988,0,2,68487.0,0,0,1358035200,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0
1973,0,2,92955.0,0,0,1376870400,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,0,1
1949,0,1,69372.0,0,0,1361232000,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,1
1960,1,2,65695.0,0,1,1391126400,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0
1948,1,2,45579.0,0,1,1376956800,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0
1963,1,2,4023.0,1,1,1403481600,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0
1978,0,1,16531.0,1,0,1403049600,43,2,13,6,7,5,11,3,3,0,3,7,0,0,0,0,0,0,0
1977,0,2,22108.0,1,1,1399507200,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0
1953,0,2,50725.0,0,1,1360713600,45,443,10,75,0,10,48,4,8,1,8,8,0,0,0,0,0,0,0
1961,0,0,82332.0,0,0,1347840000,89,830,59,968,51,79,19,1,5,3,12,2,0,0,1,0,0,0,1
1970,0,3,33986.0,1,0,1363219200,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0
1984,4,2,14796.0,1,0,1347840000,1,13,3,8,7,4,16,2,1,0,3,9,0,0,0,0,0,0,1
1965,1,1,65220.0,0,0,1346630400,3,890,63,292,0,25,12,4,8,4,7,6,0,0,0,0,0,0,1
1947,1,1,81574.0,0,0,1398643200,89,1252,0,465,46,35,0,1,4,5,8,1,0,1,1,0,0,0,0
1984,2,0,31385.0,1,0,1354665600,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,1
1971,0,0,55239.0,0,1,1373760000,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0
1962,2,2,58646.0,0,1,1370822400,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0
1965,0,2,44300.0,1,1,1371945600,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0
1976,0,2,61064.0,0,1,1346371200,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0
1978,0,1,22775.0,1,0,1371600000,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0
1971,0,0,10245.0,1,0,1368576000,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0
1975,0,2,65106.0,0,1,1400889600,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0
1972,2,2,83151.0,0,0,1360454400,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1
1990,0,2,73687.0,0,0,1385596800,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1
1991,2,0,90638.0,0,0,1392249600,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0
1971,0,1,71796.0,0,0,1382572800,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0
1974,1,0,63159.0,0,0,1352073600,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0
1989,0,2,52247.25135379061,0,0,1370217600,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,0
1956,1,2,84117.0,0,0,1399766400,60,611,76,749,59,45,26,1,7,10,6,2,0,0,1,0,0,0,0
1974,1,2,34596.0,1,0,1365811200,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,1
1963,0,1,56253.0,0,1,1354838400,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0
1965,1,4,54111.0,0,1,1377388800,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0
1984,4,2,35684.0,1,0,1398124800,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0
1962,0,0,66565.0,0,1,1354665600,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0
1961,0,3,27215.0,2,1,1358899200,50,30,5,22,8,9,28,4,2,1,4,6,0,0,0,0,0,0,0
1959,0,1,87771.0,0,1,1369180800,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1
1979,2,3,33462.0,1,0,1375833600,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,0
1954,0,3,72071.0,0,1,1360800000,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0
1955,2,2,52750.0,0,1,1359936000,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0
1955,2,0,51124.0,1,1,1387324800,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0
1949,1,2,69098.0,0,0,1360972800,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0
1976,0,2,58597.0,1,1,1353369600,20,490,0,184,10,28,21,12,7,4,9,7,0,0,0,0,0,0,0
1968,2,1,34053.0,0,1,1347235200,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,0
1993,0,0,70515.0,0,0,1382313600,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1
1991,0,0,49767.0,0,0,1367452800,92,202,47,197,55,42,149,1,5,4,8,4,0,0,0,0,0,0,0
1984,0,0,79607.0,0,0,1366502400,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,0,1
1959,0,2,42243.0,1,1,1386720000,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0
1952,0,1,83844.0,0,0,1368316800,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0
1978,0,0,38643.0,1,1,1385683200,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0
1954,1,3,57333.0,0,1,1348272000,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1
1982,4,1,41039.0,0,0,1374710400,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0
1969,2,0,62772.0,0,1,1368921600,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0
1981,0,2,54386.0,0,1,1368748800,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0
1950,0,2,80763.0,0,0,1376524800,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,0,1
1975,2,2,47808.0,0,1,1382227200,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0
1992,2,0,92859.0,0,0,1350604800,46,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,0,0
1986,4,2,21955.0,1,0,1378512000,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0
1945,0,2,69755.0,0,0,1380672000,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,0,0
1985,4,2,23148.0,0,0,1392681600,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0
1947,1,2,67472.0,0,1,1380326400,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0
1982,3,0,24367.0,1,0,1363737600,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0
1976,2,1,21024.0,0,0,1372896000,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0
1979,3,0,16014.0,1,1,1363478400,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0
1965,2,0,55250.0,0,1,1350777600,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0
1958,2,2,51412.0,0,1,1388448000,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0
1959,0,0,62450.0,0,1,1388966400,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,0
1983,0,2,52247.25135379061,1,0,1384473600,11,5,5,6,0,2,1,1,1,0,2,7,0,0,0,0,0,0,0
1960,0,0,48904.0,0,1,1354406400,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0
1973,2,2,54108.0,1,1,1352073600,74,539,6,91,8,6,97,13,8,2,9,8,0,0,0,0,0,0,0
1979,0,1,75507.0,0,0,1398988800,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0
1975,0,0,84196.0,0,1,1370217600,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0
1947,3,1,28389.0,0,0,1353369600,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0
1956,1,1,77376.0,1,1,1399680000,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,0
1981,0,2,19419.0,1,0,1352505600,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0
1961,1,3,64325.0,0,1,1360195200,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0
1983,2,2,35876.0,0,0,1397952000,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0
